Feature,Interest_2425,Compound_Name,Adduct,Precursor_MZ,ExactMass,LibraryQualityString,NPC_Class,NPC_Pathway,ClassyFire_Class
2679838,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Steroids and steroid derivatives
2680449,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2682309,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2683525,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2686856,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Alkaloids,Dicarboxylic acids and derivatives
2687340,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-acyl-alpha amino acids and derivatives
2689443,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Polyketides,Cyclic depsipeptides
269293,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2692993,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
2693005,Yes,NA,NA,NA,NA,NA,Secoiridoid monoterpenoids,Shikimates and Phenylpropanoids,Saccharolipids
2693044,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2693908,Yes,NA,NA,NA,NA,NA,Depsipeptides,Amino acids and Peptides,Alpha amino acids and derivatives
2693926,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Peptides
270721,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Straight chain fatty acids
271305,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alpha amino acid amides
2715758,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
2716109,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-acyl-alpha amino acids and derivatives
2716134,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2716832,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Amino acids and derivatives
2718382,Yes,NA,NA,NA,NA,NA,Linear peptides,Polyketides,Depsipeptides
2718869,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Alpha amino acids and derivatives
2718872,Yes,NA,NA,NA,NA,NA,Glycerophosphocholines,Fatty acids,Glycerophosphocholines
2719016,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Oligopeptides
2723497,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2724299,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Benzenesulfonyl compounds
2724953,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Polyketides,Prenol lipids
2726367,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2726548,Yes,NA,NA,NA,NA,NA,Lipopeptides,Alkaloids,Oligopeptides
2727507,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Fatty acid esters
2727509,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Amino acids and derivatives
2727512,Yes,NA,NA,NA,NA,NA,Thia fatty acids,Alkaloids,Fatty acid esters
2727515,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Fatty Acyls
2727518,Yes,NA,NA,NA,NA,NA,Thia fatty acids,Fatty acids,Fatty acid esters
2727519,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,"1,2,4-dithiazole-3-thiones"
2730136,Yes,NA,NA,NA,NA,NA,Polyamines,Carbohydrates,Cyclohexylamines
273540,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aminopyrimidines and derivatives
273715,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
273843,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,"1,3,5-triazine-2,4-diamines"
2739380,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2739417,Yes,NA,NA,NA,NA,NA,Penicillins,Amino acids and Peptides,Peptides
274024,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Organonitrogen compounds
274173,Yes,NA,NA,NA,NA,NA,Pyrazine and Piperazine alkaloids,Alkaloids,Aminopyrimidines and derivatives
274231,Yes,NA,NA,NA,NA,NA,Pyrazine and Piperazine alkaloids,Alkaloids,Aminopyrimidines and derivatives
2743122,Yes,NA,NA,NA,NA,NA,NA,NA,NA
274373,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Benzene and substituted derivatives
274525,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aminopyrimidines and derivatives
2749381,Yes,NA,NA,NA,NA,NA,Cephalosporins,Alkaloids,Benzenesulfonic acids and derivatives
2749448,Yes,NA,NA,NA,NA,NA,Anthraquinones and anthrones,Alkaloids,Diarylthioethers
2750865,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2759066,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Peptides
2768020,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Carbohydrates,N-acyl-alpha amino acids
2769471,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Depsipeptides
2774100,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2774135,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Fatty acids,Triradylcglycerols
2774138,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Fatty acids,Triradylcglycerols
2786556,Yes,NA,NA,NA,NA,NA,Polyether ionophores,Polyketides,Diterpenoids
2792348,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2792834,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2793720,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2799412,Yes,NA,NA,NA,NA,NA,Erythromycins,Amino acids and Peptides,Oligopeptides
2802228,Yes,NA,NA,NA,NA,NA,Dipeptides,Alkaloids,Cysteine and derivatives
2803140,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Alpha amino acids and derivatives
2806260,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2806263,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2806273,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Peptides
2806577,Yes,NA,NA,NA,NA,NA,Lipopeptides,Fatty acids,Peptides
2807689,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Depsipeptides
2813879,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Terpenoids,Dicarboxylic acids and derivatives
2814009,Yes,NA,NA,NA,NA,NA,Lupane triterpenoids,Terpenoids,Steroid esters
2814190,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2814575,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2814604,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Cysteine and derivatives
2817048,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Peptides
2817049,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Alkaloids,Azasteroids and derivatives
2817591,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2821002,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2824769,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2827529,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
28352,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Benzene and substituted derivatives
283666,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,N-acetyl-2-arylethylamines
283756,Yes,NA,NA,NA,NA,NA,Pyrazine and Piperazine alkaloids,Alkaloids,Benzene and substituted derivatives
283769,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyrimidines and pyrimidine derivatives
283792,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,N-acetylarylamines
283828,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Imidazoles
284288,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Diazines
2843195,Yes,NA,NA,NA,NA,NA,Triacylglycerols,Fatty acids,Fatty acyl glycosides of mono- and disaccharides
2843215,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Alpha amino acids and derivatives
2844351,Yes,NA,NA,NA,NA,NA,Anthraquinones and anthrones,Alkaloids,Benzenoids
2845641,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aminopyrimidines and derivatives
2847877,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Phosphatidylethanolamines
2847924,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Monomethylphosphatidylethanolamines
2848997,Yes,NA,NA,NA,NA,NA,Diacylglycerols,Fatty acids,Triradylcglycerols
284927,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Sulfonyls
2849745,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Phosphatidylethanolamines
2850307,Yes,NA,NA,NA,NA,NA,Glycerophosphocholines,Fatty acids,"1-alkyl,2-acylglycero-3-phosphocholines"
2850938,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2851879,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2851889,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2855775,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2855787,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2855817,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2857249,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Oligopeptides
2857251,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2862127,Yes,NA,NA,NA,NA,NA,Anthraquinones and anthrones,Alkaloids,1-naphthalene sulfonates
2862618,Yes,NA,NA,NA,NA,NA,Polyether ionophores,Terpenoids,Diterpenoids
2862925,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Peptides
2864759,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2865355,Yes,NA,NA,NA,NA,NA,Glucosinolates,Amino acids and Peptides,Benzenesulfonic acids and derivatives
2867502,Yes,"""(R)-4-((3S,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,753.603,376.298,Gold,Polyamines,Alkaloids,Steroids and steroid derivatives
2868444,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2868445,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2870597,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2870915,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2876117,Yes,NA,NA,NA,NA,NA,Glycerophosphoinositol phosphates,Fatty acids,Phosphatidylinositol phosphates
2879389,Yes,NA,NA,NA,NA,NA,Gallotannins,Carbohydrates,Amino acids
2884140,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,N-acyl-alpha amino acids
2884404,Yes,NA,NA,NA,NA,NA,Macrotetrolides,Polyketides,Diterpene glycosides
2890549,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Aminopyrimidines and derivatives
2891591,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2894005,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2894013,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2894018,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2899474,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2899475,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2899480,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2899483,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Dialkylarylamines
2903823,Yes,NA,NA,NA,NA,NA,Depsipeptides,Amino acids and Peptides,Cyclic depsipeptides
2904848,Yes,NA,NA,NA,NA,NA,Anthraquinones and anthrones,Alkaloids,2-naphthalene sulfonates
2904851,Yes,NA,NA,NA,NA,NA,Anthraquinones and anthrones,Polyketides,Amino acids and derivatives
2904855,Yes,NA,NA,NA,NA,NA,Anthraquinones and anthrones,Alkaloids,Diarylthioethers
2904860,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Carbohydrates,Glycosylamines
2904925,Yes,NA,NA,NA,NA,NA,Gallotannins,Shikimates and Phenylpropanoids,Hydrolyzable tannins
2905150,Yes,NA,NA,NA,NA,NA,Cephalosporins,Alkaloids,Arylsulfonic acids and derivatives
2905361,Yes,NA,NA,NA,NA,NA,Gallotannins,Carbohydrates,Purine ribonucleoside monophosphates
2911437,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2912141,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2917429,Yes,NA,NA,NA,NA,NA,Glycerophosphocholines,Fatty acids,Phosphatidylcholines
2919179,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2919187,Yes,"""(4R)-4-((3S,5R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,781.561,390.277,Gold,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
2919197,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Amino acids and Peptides,"Hydroxy bile acids, alcohols and derivatives"
2919356,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Gamma-glutamyl peptides
2924759,Yes,NA,NA,NA,NA,NA,Triacylglycerols,Terpenoids,Steroid esters
292515,Yes,NA,NA,NA,NA,NA,NA,NA,NA
2927156,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Cyclic depsipeptides
2929121,Yes,"""(R)-4-((3S,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,785.593,392.293,Gold,Lipopeptides,Terpenoids,Oligopeptides
2929132,Yes,"""(4R)-4-((3R,5R,6S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,785.593,392.293,Gold,Triacylglycerols,Fatty acids,Fatty alcohols
2929134,Yes,Spectral Match to Deoxycholic acid from NIST14,2M+H,785.594,0,Bronze,Lipopeptides,Terpenoids,Glycinated bile acids and derivatives
2929135,Yes,"""(R)-4-((3S,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,785.593,392.293,Gold,Lipopeptides,Terpenoids,Glycinated bile acids and derivatives
2929144,Yes,"""(4R)-4-((3R,5R,6S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,785.593,392.293,Gold,Lipopeptides,Terpenoids,Glycinated bile acids and derivatives
2929152,Yes,"""(4R)-4-((3R,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,785.593,392.293,Gold,Lipopeptides,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
2929158,Yes,"""(4R)-4-((3R,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,785.593,392.293,Gold,Lipopeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
2929164,Yes,"""(R)-4-((3R,5S,8R,9S,10S,12R,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,785.593,392.293,Gold,Lipopeptides,Amino acids and Peptides,Oligopeptides
2929205,Yes,"""(4R)-4-((3R,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,785.593,392.293,Gold,Lipopeptides,Terpenoids,Glycinated bile acids and derivatives
2929542,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Polyketides,Alpha amino acids and derivatives
2929555,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Organosulfonic acids and derivatives
2944873,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2954300,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Polyketides,Cyclic depsipeptides
2954980,Yes,NA,NA,NA,NA,NA,Triacylglycerols,Fatty acids,Triacylglycerols
2955558,Yes,NA,NA,NA,NA,NA,Macrotetrolides,Polyketides,Macrolides and analogues
2958276,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,12-hydroxysteroids
2958994,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Oligopeptides
2958997,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,Glycinated bile acids and derivatives
2959222,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2959249,Yes,NA,NA,NA,NA,NA,Linear peptides,Terpenoids,Glycinated bile acids and derivatives
2959457,Yes,NA,NA,NA,NA,NA,Glycerophosphocholines,Fatty acids,Glycerophosphocholines
2959856,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2960454,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
2962130,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2962175,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,Glycinated bile acids and derivatives
2962470,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
2962769,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2962792,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2965621,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Dipeptides
2965858,Yes,"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,807.575,392.293,Gold,Lipopeptides,Amino acids and Peptides,Oligopeptides
2965859,Yes,"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,807.575,392.293,Gold,Triacylglycerols,Terpenoids,Steroid esters
2965891,Yes,"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,807.575,392.293,Gold,Linear peptides,Amino acids and Peptides,Oligopeptides
2965910,Yes,"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,807.575,392.293,Gold,Lipopeptides,Amino acids and Peptides,Oligopeptides
2965928,Yes,"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,807.575,392.293,Gold,Cholestane steroids,Terpenoids,Glycinated bile acids and derivatives
2968075,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2968124,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
2972229,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Oligopeptides
297373,Yes,NA,NA,NA,NA,NA,Eudesmane sesquiterpenoids,Terpenoids,Prenol lipids
2973923,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,Steroid esters
2974202,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2974270,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2974309,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Oligopeptides
2974377,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2979247,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Amino acids and derivatives
2981490,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,Steroid esters
2981526,Yes,NA,NA,NA,NA,NA,Stigmastane steroids,Terpenoids,Triterpenoids
2981556,Yes,NA,NA,NA,NA,NA,Cyclic peptides,Amino acids and Peptides,Cyclic depsipeptides
2984509,Yes,Spectral Match to Cholic acid from NIST14,2M+H,817.583,0,Bronze,Stigmastane steroids,Terpenoids,Triterpenoids
2984511,Yes,"""(4R)-4-((3S,5R,6S,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,817.582,408.288,Gold,Stigmastane steroids,Terpenoids,Triterpenoids
2984518,Yes,"""(4R)-4-((3S,5R,6S,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,817.582,408.288,Gold,Cholestane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
2984534,Yes,"""(4R)-4-((3S,5R,6S,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,817.582,408.288,Gold,Cholestane steroids,Terpenoids,Steroid esters
2984535,Yes,"""(4R)-4-((3S,5R,6S,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,817.582,408.288,Gold,Cholestane steroids,Terpenoids,Triterpenoids
2984568,Yes,"""(4R)-4-((3S,5R,6S,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+H,817.582,408.288,Gold,Cholestane steroids,Terpenoids,Steroid esters
2985181,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,7-hydroxysteroids
2986283,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2986865,Yes,NA,NA,NA,NA,NA,Oxidized glycerophospholipids,Fatty acids,Phosphatidylcholines
2986871,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Alpha amino acid amides
2986872,Yes,NA,NA,NA,NA,NA,Acyclic guanidine alkaloids,Alkaloids,Biotin and derivatives
2986877,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Sphingolipids
2989321,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,Phosphosphingolipids
298938,Yes,NA,NA,NA,NA,NA,Fatty alcohols,Fatty acids,Primary alcohols
298953,Yes,NA,NA,NA,NA,NA,Fatty alcohols,Fatty acids,Primary alcohols
2989837,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Isoleucine and derivatives
2989849,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2992139,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
2992140,Yes,"""methyl (4R)-4-((5R,8S,9S,10R,13R,17R)-10,13-dimethyl-3,6-dioxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoate""",2M+Na,827.543,402.277,Gold,Triacylglycerols,Fatty acids,Triacylglycerols
2995156,Yes,NA,NA,NA,NA,NA,Neutral glycosphingolipids,Fatty acids,Glycosyl-N-acylsphingosines
2995246,Yes,NA,NA,NA,NA,NA,Cephalosporins,Alkaloids,Aryl thiophosphates
2997816,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Amino acids and Peptides,Glycinated bile acids and derivatives
2998957,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Oligopeptides
3000216,Yes,NA,NA,NA,NA,NA,Glycerophosphoethanolamines,Fatty acids,Amino acids and derivatives
3000301,Yes,NA,NA,NA,NA,NA,Glycerophosphocholines,Fatty acids,Phosphatidylcholines
3000393,Yes,NA,NA,NA,NA,NA,Phosphosphingolipids,Fatty acids,N-acyl-alpha amino acids and derivatives
3001919,Yes,Cholic acid,2M+NH4,834.609,408.288,Bronze,Lipopeptides,Amino acids and Peptides,Glycinated bile acids and derivatives
3001937,Yes,Cholic acid,2M+NH4,834.609,408.288,Bronze,Lipopeptides,Amino acids and Peptides,Peptides
3002460,Yes,"""(4R,E)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enoic acid""",2M+Na,835.533,406.272,Gold,Cholestane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
3003862,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Glycinated bile acids and derivatives
3004461,Yes,NA,NA,NA,NA,NA,Steroidal alkaloids,Terpenoids,Steroids and steroid derivatives
3004705,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
3004708,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Dialkylarylamines
3004917,Yes,NA,NA,NA,NA,NA,Lipopeptides,Amino acids and Peptides,Glycinated bile acids and derivatives
3006902,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
3006926,Yes,NA,NA,NA,NA,NA,Linear peptides,Amino acids and Peptides,Peptides
3006937,Yes,"""(4R)-4-((3R,5S,7R,8R,9S,10S,13S,14S,16R)-3,7,16-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,839.564,408.288,Gold,Lipopeptides,Amino acids and Peptides,Glycinated bile acids and derivatives
3006938,Yes,"""(4R)-4-((3R,5S,7R,8R,9S,10S,13S,14S,16R)-3,7,16-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",2M+Na,839.564,408.288,Gold,Lipopeptides,Amino acids and Peptides,Oligopeptides
